"UID","Plate.x","Depth.x","ID.y","Subplot","Depth.y","Zone","Sampling_date","Dominant_plant_species_1","Subdominant_plant_species_1","Plate.y","Date","Inc_start","Inc_end","Crucible_ID","ID.x","Blank","Standard","Sub_ctrl","Hom_ctrl","Quench","Assay","n","ID_num","Plot","EEA_g","EEA_buffer","Crucible_weight","Crucible_FW","Crucible_DW_105","Crucible_LOI_550","LOI_g","OM_.","OM_g","Enzyme","Inc_time","Total_g","Quench_coeff","Emission_coeff","Net_fluorescence","Activity_OM","Treatment","Layer"
"Plate_094-4","Plate_094","40-50 cm","242(A2)40-50","(A2)","40-50","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_094-4","05.12.2023",2025-07-08 20:00:00,2025-07-08 16:55:00,"190",4,156.5,55724.5,790,4207,1338963.25,337710.25,5,268,"242",2,22,18.1606,20.3773,19.6402,19.5629,0.0773,0.034871656,0.069743312,"GLU",20.9166666666667,24,23.9527721199831,11144.9,13133.3675471645,88.8582108846293,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_094-5","Plate_094","60-80 cm","242(A2)60-80","(A2)","60-80","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_094-5","05.12.2023",2025-07-08 20:00:00,2025-07-08 16:55:00,"58",5,156.5,55724.5,790,3696,1180723.25,663604,5,269,"242",2.02,22.04,18.4425,20.6827,19.8272,19.7448,0.0824,0.03678243,0.074300509,"GLU",20.9166666666667,24.06,21.1222577142908,11144.9,30452.3041573591,193.749822358298,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_094-6","Plate_094","80-100 cm","242(A2)80-100","(A2)","80-100","Low marsh","14.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_094-6","05.12.2023",2025-07-08 20:00:00,2025-07-08 16:55:00,"188",6,156.5,55724.5,790,2524,1708084.5,103650,5,270,"242",2.04,22.45,18.1468,21.0794,20.262,20.1814,0.0806,0.027484144,0.056067653,"GLU",20.9166666666667,24.49,30.6070130732443,11144.9,2514.0140100571,21.5910128035151,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_108-5","Plate_108","60-80 cm","111(A6)60-80","(A6)","60-80 (nicht da)","Pioneer zone","13.09.2022","","Spartina anglica, Salicornia europaea, Puccinellia maritima","Plate_108-5","24.10.2023",2025-07-08 16:30:00,2025-07-08 13:30:00,"148",5,141,47396.25,539.5,3474.5,1458604.5,236499.75,5,35,"111",2.17,22.06,19.8389,22.4752,21.418,21.3159,0.1021,0.038728521,0.084040891,"GLU",21,24.23,30.7013740538545,9479.25,7050.55931106671,46.4852491120492,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_108-6","Plate_108","80-100 cm","111(A2)0-5","(A2)","0-5 (nicht da)","Pioneer zone","13.09.2022","","Spartina anglica, Salicornia europaea, Puccinellia maritima","Plate_108-6","24.10.2023",2025-07-08 16:05:00,2025-07-08 13:25:00,"66",6,141,47396.25,539.5,6977.5,1181073.25,4723823.25,5,25,"111",2.14,22.02,17.1881,20.3328,18.8266,18.6872,0.1394,0.044328553,0.094863103,"GLU",21.3333333333333,24.16,24.7719123348366,9479.25,189871.546440154,1089.72567548499,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_109-1","Plate_109","0-5 cm","111(A2)40-50","(A2)","40-50 (nicht da)","Pioneer zone","13.09.2022","","Spartina anglica, Salicornia europaea, Puccinellia maritima","Plate_109-1","24.10.2023",2025-07-08 16:05:00,2025-07-08 13:25:00,"163",1,157,45770.25,654.25,3599.75,1342682,486094.5,5,28,"111",2,22.06,21.0414,23.364,22.3783,22.283,0.0953,0.041031603,0.082063205,"GLU",21.3333333333333,24.06,29.2566077310043,9154.05,15837.5714181298,109.004298613266,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_110-1","Plate_110","0-5 cm","131(A6)0-5","(A6)","0-5","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea, Puccinellia maritima","Plate_110-1","22.02.24",2025-07-08 11:15:00,2025-07-08 11:30:00,"62",1,151,72810.25,3279.5,4270.75,1389876.5,821848.5,5,175,"131",2.03,22.05,18.5257,20.9222,19.8023,19.6589,0.1434,0.059837263,0.121469643,"CHI",24.25,24.08,19.0303666036032,14562.05,39682.2446174263,101.993574423343,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_110-2","Plate_110","5-10 cm","131(A6)5-10","(A6)","5-10","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea, Puccinellia maritima","Plate_110-2","22.02.24",2025-07-08 11:15:00,2025-07-08 11:30:00,"40",2,151,72810.25,3279.5,3467,902822.75,371270,5,176,"131",2.03,22,16.7569,18.7377,18.0097,17.9321,0.0776,0.03917609,0.079527464,"CHI",24.25,24.03,12.3520486469968,14562.05,26497.1800076054,103.786519175589,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_110-3","Plate_110","20-30 cm","131(A6)20-30","(A6)","20-30","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea, Puccinellia maritima","Plate_110-3","22.02.24",2025-07-08 11:15:00,2025-07-08 11:30:00,"14",3,151,72810.25,3279.5,2764.25,1821040.25,116336.75,5,177,"131",2.04,22.21,17.5832,20.1573,19.3901,19.3331,0.057,0.022143662,0.04517307,"CHI",24.25,24.25,24.9728025930415,14562.05,1268.34758646377,8.82963970104561,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_110-4","Plate_110","40-50 cm","131(A6)40-50","(A6)","40-50","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea, Puccinellia maritima","Plate_110-4","22.02.24",2025-07-08 11:15:00,2025-07-08 11:30:00,"39",4,138.75,68319,5138.25,3390.25,1758100.75,187653.5,5,178,"131",2,22.01,18.0536,20.4026,19.447,19.3455,0.1015,0.043209877,0.086419753,"CHI",24.25,24.01,25.6840776357968,13663.8,2035.97103346962,7.82465830734953,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_111-1","Plate_111","0-5 cm","381(C2)0-5","(C2)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_111-1","22.02.24",2025-07-08 11:30:00,2025-07-08 11:35:00,"83",1,145.5,59583.75,5563.75,6242.25,1297764.75,1702905,5,541,"381",2,22.01,17.0559,19.2553,18.4192,18.2519,0.1673,0.0760662,0.1521324,"CHI",24.0833333333333,24.01,21.6757505192271,11916.75,72710.9445022735,183.270975380794,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_111-2","Plate_111","5-10 cm","381(C2)5-10","(C2)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_111-2","22.02.24",2025-07-08 11:30:00,2025-07-08 11:35:00,"153",2,145.5,59583.75,5563.75,6335.25,1335969.75,1424362.5,5,542,"381",2.02,22.02,17.1085,20.0978,18.8795,18.7127,0.1668,0.055799016,0.112714013,"CHI",24.0833333333333,24.04,22.3153880042797,11916.75,57981.0671337217,197.342754443905,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_111-3","Plate_111","20-30 cm","381(C2)20-30","(C2)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_111-3","22.02.24",2025-07-08 11:30:00,2025-07-08 11:35:00,"121",3,145.5,59583.75,5563.75,5360,1391323.75,937442.5,5,543,"381",2.05,22.24,19.5245,22.1583,21.2361,21.1318,0.1043,0.039600577,0.081181183,"CHI",24.0833333333333,24.29,23.2607674072209,11916.75,34507.2624340373,164.696925935362,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_111-4","Plate_111","40-50 cm","381(C2)40-50","(C2)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_111-4","22.02.24",2025-07-08 11:30:00,2025-07-08 11:35:00,"125",4,155.25,62626.5,4278,5349.75,1374531.75,1135247.25,5,544,"381",2.04,22.01,19.1326,22.2419,21.4013,21.2979,0.1034,0.033255073,0.06784035,"CHI",24.0833333333333,24.05,21.8626619721683,12525.3,47403.6068161501,254.922765313119,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_111-5","Plate_111","60-80 cm","381(C2)60-80","(C2)","60-80","High marsh","15.09.2022","Elymus athericus","","Plate_111-5","22.02.24",2025-07-08 11:30:00,2025-07-08 11:35:00,"13",5,155.25,62626.5,4278,4952,1568140.75,483427.75,5,545,"381",2.02,22.01,18.0468,20.5399,19.835,19.7639,0.0711,0.028518712,0.057607798,"CHI",24.0833333333333,24.03,24.960499948105,12525.3,14891.3175615389,94.3055307482533,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_112-1","Plate_112","0-5 cm","110(A2)0-5","(A2)","0-5","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_112-1","22.02.24",2025-07-08 11:55:00,2025-07-08 11:35:00,"117",1,150.75,50513.25,2740.25,4056.5,1430057.75,668586.25,5,1,"110",2.21,22.11,18.043,22.3507,20.4985,20.2865,0.212,0.049214198,0.108763377,"CHI",23.6666666666667,24.32,28.2302415702811,10102.65,20799.3909324238,88.4207673763707,"ambient","Topsoil
(0-30 cm)"
"Plate_112-2","Plate_112","5-10 cm","110(A2)5-10","(A2)","5-10","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_112-2","22.02.24",2025-07-08 11:55:00,2025-07-08 11:35:00,"18",2,150.75,50513.25,2740.25,3266,810045,370513.75,5,2,"110",2.06,22.03,16.2452,19.0161,17.891,17.7812,0.1098,0.039626114,0.081629795,"CHI",23.6666666666667,24.09,15.9716312056738,10102.65,20253.5034413854,114.304558980374,"ambient","Topsoil
(0-30 cm)"
"Plate_112-3","Plate_112","20-30 cm","110(A2)20-30","(A2)","20-30","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_112-3","22.02.24",2025-07-08 11:55:00,2025-07-08 11:35:00,"90",3,150.75,50513.25,2740.25,2905.5,1611455.75,221353.25,5,3,"110",2.02,22.03,19.2328,21.7815,20.8516,20.7757,0.0759,0.029779888,0.060155373,"CHI",23.6666666666667,24.05,31.8441250562971,10102.65,4119.65742762777,31.5499575764983,"ambient","Topsoil
(0-30 cm)"
"Plate_112-4","Plate_112","40-50 cm","110(A2)40-50","(A2)","40-50","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_112-4","22.02.24",2025-07-08 11:55:00,2025-07-08 11:35:00,"131",4,147.25,53114.5,2826.5,3297.5,1581722.75,182667.25,5,4,"110",2.22,22.01,20.5105,23.9451,22.4502,22.3184,0.1318,0.038374192,0.085190706,"CHI",23.6666666666667,24.23,29.7174076758701,10622.9,3209.3478086783,16.4905229399542,"ambient","Subsoil
(40-100 cm)"
"Plate_112-5","Plate_112","60-80 cm","110(A2)60-80","(A2)","60-80","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_112-5","22.02.24",2025-07-08 11:55:00,2025-07-08 11:35:00,"24",5,147.25,53114.5,2826.5,2462.25,1686763.5,118871.25,5,5,"110",2.01,22.23,17.9073,20.0876,19.3372,19.2684,0.0688,0.031555291,0.063426134,"CHI",23.6666666666667,24.24,31.7107616564215,10622.9,844.461967462768,5.88628294072157,"ambient","Subsoil
(40-100 cm)"
"Plate_112-6","Plate_112","80-100 cm","110(A2)80-100","(A2)","80-100","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_112-6","22.02.24",2025-07-08 11:55:00,2025-07-08 11:35:00,"171",6,147.25,53114.5,2826.5,7331.75,1599001.5,1247386.75,5,6,"110",2.01,22.02,19.2381,21.6401,20.7717,20.6881,0.0836,0.03480433,0.069956703,"CHI",23.6666666666667,24.03,29.9667651959446,10622.9,38554.5096582535,241.353156185305,"ambient","Subsoil
(40-100 cm)"
"Plate_113-1","Plate_113","0-5 cm","391(G5)0-5","(G5)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_113-1","22.02.24",2025-07-08 13:55:00,2025-07-08 11:40:00,"159",1,180.25,83380.5,6426.5,6714.75,1349808.75,1145918,5,619,"391",2.03,22.03,22.434,25.8911,24.3924,24.1707,0.2217,0.064128894,0.130181655,"CHI",21.75,24.06,16.1080108658499,16676.1,64296.2763556572,149.991546509193,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_113-2","Plate_113","5-10 cm","391(G5)5-10","(G5)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_113-2","22.02.24",2025-07-08 13:55:00,2025-07-08 11:40:00,"175",2,180.25,83380.5,6426.5,5818,1070206,881037.25,5,620,"391",2.04,22.03,17.5289,19.7488,18.6375,18.5113,0.1262,0.056849408,0.115972792,"CHI",21.75,24.07,12.7654307661863,16676.1,62135.1698747308,162.709206342859,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_113-3","Plate_113","20-30 cm","391(G5)20-30","(G5)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_113-3","22.02.24",2025-07-08 13:55:00,2025-07-08 11:40:00,"167",3,180.25,83380.5,6426.5,4685.75,1666741.25,358247.75,5,621,"391",2.03,22,21.3426,24.2077,23.379,23.2992,0.0798,0.027852431,0.056540435,"CHI",21.75,24.03,19.9333837048231,16676.1,11310.6792584544,60.6692288456726,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_113-4","Plate_113","40-50 cm","391(G5)40-50","(G5)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_113-4","22.02.24",2025-07-08 13:55:00,2025-07-08 11:40:00,"165",4,167,63908.5,3802.5,4180.25,1558467.5,129145.25,5,622,"391",2.03,22,22.0393,25.228,24.4138,24.3238,0.09,0.028224668,0.057296077,"CHI",21.75,24.03,24.3205090089738,12781.7,1335.7559449677,9.22458914810372,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_113-5","Plate_113","60-80 cm","391(G5)60-80","(G5)","60-80","High marsh","15.09.2022","Elymus athericus","","Plate_113-5","22.02.24",2025-07-08 13:55:00,2025-07-08 11:40:00,"174",5,167,63908.5,3802.5,3773,1647577.5,208088.75,5,623,"391",2.02,22.02,16.4582,19.1256,18.4604,18.3941,0.0663,0.024855665,0.050208443,"CHI",21.75,24.04,25.7212186172418,12781.7,4140.97083784903,32.6636607255829,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_113-6","Plate_113","80-100 cm","391(G5)80-100","(G5)","80-100","High marsh","15.09.2022","Elymus athericus","","Plate_113-6","22.02.24",2025-07-08 13:55:00,2025-07-08 11:40:00,"182",6,167,63908.5,3802.5,4977.5,1494335.5,124459.5,5,624,"391",2.04,22.02,22.1578,24.8148,24.1392,24.0657,0.0735,0.027662778,0.056432066,"CHI",21.75,24.06,23.3045369551781,12781.7,1324.48451077578,9.29523494135633,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_114-1","Plate_114","0-5 cm","382(A2)0-5","(A2)","0-5","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_114-1","22.2.24",2025-07-08 14:10:00,2025-07-08 11:40:00,"80",1,138.75,86169.5,12059.75,6746.25,1044783.75,1523134.25,5,553,"382",2.01,22.03,22.7215,25.2788,24.3004,24.0932,0.2072,0.081022954,0.162856137,"CHI",21.5,24.04,12.0464607546754,17233.9,113818.549932324,207.764523506517,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_114-2","Plate_114","5-10 cm","382(A2)5-10","(A2)","5-10","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_114-2","22.2.24",2025-07-08 14:10:00,2025-07-08 11:40:00,"89",2,138.75,86169.5,12059.75,5841.75,1253257,2130559.25,5,554,"382",2.02,22.07,18.914,21.0474,20.1827,20.0495,0.1332,0.062435549,0.126119809,"CHI",21.5,24.09,14.4762967175161,17233.9,134712.421188584,318.108040436176,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_114-3","Plate_114","20-30 cm","382(A2)20-30","(A2)","20-30","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_114-3","22.2.24",2025-07-08 14:10:00,2025-07-08 11:40:00,"180",3,138.75,86169.5,12059.75,5225.75,1548961,720428.75,5,555,"382",2.02,22.07,19.143,22.3397,21.4414,21.3478,0.0936,0.029280195,0.059145994,"CHI",21.5,24.09,17.9151004705841,17233.9,27862.0467643739,140.293642425111,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_114-4","Plate_114","40-50 cm","382(A2)40-50","(A2)","40-50","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_114-4","22.2.24",2025-07-08 14:10:00,2025-07-08 11:40:00,"23",4,157.75,94527.75,5235,4141.25,1497383.25,585970.75,5,556,"382",2,22.04,17.5045,20.2224,19.5501,19.4723,0.0778,0.028625041,0.057250083,"CHI",21.5,24.04,15.7968638838859,18905.55,31596.9626146499,149.631501482975,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_114-5","Plate_114","60-80 cm","382(A2)60-80","(A2)","60-80","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_114-5","22.2.24",2025-07-08 14:10:00,2025-07-08 11:40:00,"20",5,157.75,94527.75,5235,4018.5,1382253.75,535898.5,5,557,"382",2.02,22.01,17.1692,20.5471,19.7489,19.6641,0.0848,0.025104355,0.050710797,"CHI",21.5,24.03,14.5802185072637,18905.55,31244.563028155,166.815457002293,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_114-6","Plate_114","80-100 cm","382(A2)80-100","(A2)","80-100","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_114-6","22.2.24",2025-07-08 14:10:00,2025-07-08 11:40:00,"170",6,157.75,94527.75,5235,4948.75,1512624.25,484689.25,5,558,"382",2.01,22.07,19.571,23.4814,22.4749,22.3846,0.0903,0.023092267,0.046415456,"CHI",21.5,24.08,15.949554495902,18905.55,24843.6144292157,145.310407327025,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_115-1","Plate_115","0-5 cm","371(C2)0-5","(C2)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_115-1","22.02.24",2025-07-08 14:35:00,2025-07-08 11:45:00,"88",1,151.75,76024.25,6204.5,5314.75,1286875,2664838.75,5,469,"371",2.02,22.05,21.3828,23.3844,22.6555,22.4975,0.158,0.078936851,0.159452438,"CHI",21.1666666666667,24.07,16.8572560728978,15204.85,151562.813286285,325.615808530707,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_115-2","Plate_115","5-10 cm","371(C2)5-10","(C2)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_115-2","22.2.24",2025-07-08 14:35:00,2025-07-08 11:45:00,"143",2,151.75,76024.25,6204.5,4946.5,1256851.5,799807.25,5,470,"371",2.04,22.19,20.2138,21.8011,21.2843,21.2038,0.0805,0.050715051,0.103458703,"CHI",21.1666666666667,24.23,16.467179880104,15204.85,42064.8913461385,140.166890124737,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_115-3","Plate_115","20-30 cm","371(C2)20-30","(C2)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_115-3","22.02.24",2025-07-08 14:35:00,2025-07-08 11:45:00,"18",3,151.75,76024.25,6204.5,5378.5,1504799.5,1017602,5,471,"371",2,22.05,16.245,18.5872,17.8191,17.7196,0.0995,0.042481428,0.084962855,"CHI",21.1666666666667,24.05,19.7229305123036,15204.85,45117.6653023901,181.912066798235,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_115-4","Plate_115","40-50 cm","371(C2)40-50","(C2)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_115-4","22.2.24",2025-07-08 14:35:00,2025-07-08 11:45:00,"161",4,145.25,68745.5,4607.5,5095.75,1698476.75,1410385.75,5,472,"371",2.04,22.03,17.7951,20.7641,19.9442,19.8205,0.1237,0.04166386,0.084994274,"CHI",21.1666666666667,24.07,24.6326086798409,13749.1,52442.4867986,233.534672773281,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_115-5","Plate_115","60-80 cm","371(C2)60-80","(C2)","60-80","High marsh","15.09.2022","Elymus athericus","","Plate_115-5","22.02.24",2025-07-08 14:35:00,2025-07-08 11:45:00,"24",5,145.25,68745.5,4607.5,4033.25,1738505.75,128900.75,5,473,"371",2.05,22.03,17.9071,20.7197,20.0191,19.9351,0.084,0.029865605,0.06122449,"CHI",21.1666666666667,24.08,25.2303423496811,13749.1,341.60050245824,2.11179173050203,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_115-6","Plate_115","80-100 cm","371(C2)80-100","(C2)","80-100","High marsh","15.09.2022","Elymus athericus","","Plate_115-6","22.2.24",2025-07-08 14:35:00,2025-07-08 11:45:00,"96",6,145.25,68745.5,4607.5,5614,1741591.25,172007.75,5,474,"371",2,22.03,16.553,19.984,18.9972,18.861,0.1362,0.039696881,0.079393763,"CHI",21.1666666666667,24.03,25.2522310551236,13749.1,1981.76926641752,9.44766450519699,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_116-1","Plate_116","0-5 cm","390(A6)0-5","(A6)","0-5","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides, Atriplex prostrata","Plate_116-1","26.02.24",2025-07-08 14:25:00,2025-07-08 14:45:00,"84",1,132,59862.25,7867,5709.25,1223419.75,2100682.75,5,583,"390",2,22.06,21.7892,22.3752,22.1553,22.109,0.0463,0.079010239,0.158020478,"CHI",24.3333333333333,24.06,20.341876558265,11972.45,95121.2122231639,227.905538890724,"ambient","Topsoil
(0-30 cm)"
"Plate_116-2","Plate_116","5-10 cm","390(A6)5-10","(A6)","5-10","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides, Atriplex prostrata","Plate_116-2","26.02.24",2025-07-08 14:25:00,2025-07-08 14:45:00,"83",2,132,59862.25,7867,5627,1430856.75,1933763,5,584,"390",2,21.99,17.056,19.1665,19.2673,18.1523,1.115,0.528310827,1.056621654,"CHI",24.3333333333333,23.99,23.8084894904552,11972.45,73118.2301118469,26.1166073667927,"ambient","Topsoil
(0-30 cm)"
"Plate_116-3","Plate_116","20-30 cm","390(A6)20-30","(A6)","20-30","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides, Atriplex prostrata","Plate_116-3","26.02.24",2025-07-08 14:25:00,2025-07-08 14:45:00,"29",3,132,59862.25,7867,5405.75,1464474.5,1584202,5,585,"390",2.03,22.03,20.9324,23.7073,22.9852,22.8822,0.103,0.037118455,0.075350463,"CHI",24.3333333333333,24.06,24.373770615037,11972.45,56907.395186356,285.550316604217,"ambient","Topsoil
(0-30 cm)"
"Plate_116-4","Plate_116","40-50 cm","390(A6)40-50","(A6)","40-50","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides, Atriplex prostrata","Plate_116-4","26.02.24",2025-07-08 14:25:00,2025-07-08 14:45:00,"90",4,151.25,53972.25,3962,3439,1402458,326355,5,586,"390",2.04,22.06,19.2328,21.8027,21.1862,21.1208,0.0654,0.025448461,0.051914861,"CHI",24.3333333333333,24.1,25.9210798141638,10794.45,8495.6600324942,68.7193143374633,"ambient","Subsoil
(40-100 cm)"
"Plate_116-5","Plate_116","60-80 cm","390(A6)60-80","(A6)","60-80","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides, Atriplex prostrata","Plate_116-5","26.02.24",2025-07-08 14:25:00,2025-07-08 14:45:00,"56",5,151.25,53972.25,3962,3540,1565003,201395.75,5,587,"390",2.05,22.01,15.8869,18.89,18.2124,18.1483,0.0641,0.021344611,0.043756452,"CHI",24.3333333333333,24.06,28.9308487231865,10794.45,2876.91965607735,27.5469522404201,"ambient","Subsoil
(40-100 cm)"
"Plate_116-6","Plate_116","80-100 cm","390(A6)80-100","(A6)","80-100","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides, Atriplex prostrata","Plate_116-6","26.02.24",2025-07-08 14:25:00,2025-07-08 14:45:00,"145",6,151.25,53972.25,3962,3560.5,1553663,118271.5,5,588,"390",2.04,22.01,19.6449,22.2745,21.6928,21.6527,0.0401,0.015249468,0.031108914,"CHI",24.3333333333333,24.05,28.7203609262167,10794.45,32.0654051909469,0.431856841746791,"ambient","Subsoil
(40-100 cm)"
"Plate_117-1","Plate_117","0-5 cm","372(C2)0-5","(C2)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_117-1","26.02.24",2025-07-08 14:40:00,2025-07-08 14:45:00,"106",1,136.75,70181,10522.5,6397,1283885,2651030.5,5,493,"372",2.04,22.03,21.0275,24.1364,22.9024,22.6404,0.262,0.084274181,0.171919328,"CHI",24.0833333333333,24.07,18.2027614311566,14036.2,134764.988934143,255.429311084002,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_117-2","Plate_117","5-10 cm","372(C2)5-10","(C2)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_117-2","26.02.24",2025-07-08 14:40:00,2025-07-08 14:45:00,"80",2,136.75,70181,10522.5,5900.5,1437130.5,1455394.5,5,494,"372",2.03,22,22.7209,24.7548,24.0473,23.909,0.1383,0.067997443,0.13803481,"CHI",24.0833333333333,24.03,20.3934113221527,14036.2,60554.0833681519,142.75172117216,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_117-3","Plate_117","20-30 cm","372(C2)20-30","(C2)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_117-3","26.02.24",2025-07-08 14:40:00,2025-07-08 14:45:00,"105",3,136.75,70181,10522.5,5332.5,1145401.5,2116197.5,5,495,"372",2.04,22.03,22.3817,24.5711,23.8192,23.7467,0.0725,0.033114095,0.067552754,"CHI",24.0833333333333,24.07,16.2446958578533,14036.2,119419.298755163,576.036250061617,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_117-4","Plate_117","40-50 cm","372(C2)40-50","(C2)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_117-4","26.02.24",2025-07-08 14:40:00,2025-07-08 14:45:00,"180",4,137.75,61890.25,4927,4476.75,1741050,1587306.75,5,496,"372",2,22.06,19.1436,21.5887,21.0248,20.958,0.0668,0.027319946,0.054639892,"CHI",24.0833333333333,24.06,28.0589147725207,12378.05,51483.9486354808,348.6331654706,"+3.0°C","Subsoil
(40-100 cm)"
